zip,city,state_id,state_name,county_name
601,Adjuntas,PR,Puerto Rico,Adjuntas
602,Aguada,PR,Puerto Rico,Aguada
603,Aguadilla,PR,Puerto Rico,Aguadilla
606,Maricao,PR,Puerto Rico,Maricao
610,Anasco,PR,Puerto Rico,Añasco
612,Arecibo,PR,Puerto Rico,Arecibo
616,Bajadero,PR,Puerto Rico,Arecibo
617,Barceloneta,PR,Puerto Rico,Barceloneta
622,Boqueron,PR,Puerto Rico,Cabo Rojo
623,Cabo Rojo,PR,Puerto Rico,Cabo Rojo
624,Penuelas,PR,Puerto Rico,Peñuelas
627,Camuy,PR,Puerto Rico,Camuy
631,Castaner,PR,Puerto Rico,Lares
637,Sabana Grande,PR,Puerto Rico,Sabana Grande
638,Ciales,PR,Puerto Rico,Ciales
641,Utuado,PR,Puerto Rico,Utuado
646,Dorado,PR,Puerto Rico,Dorado
647,Ensenada,PR,Puerto Rico,Guánica
650,Florida,PR,Puerto Rico,Florida
652,Garrochales,PR,Puerto Rico,Arecibo
653,Guanica,PR,Puerto Rico,Guánica
656,Guayanilla,PR,Puerto Rico,Guayanilla
659,Hatillo,PR,Puerto Rico,Hatillo
660,Hormigueros,PR,Puerto Rico,Hormigueros
662,Isabela,PR,Puerto Rico,Isabela
664,Jayuya,PR,Puerto Rico,Jayuya
667,Lajas,PR,Puerto Rico,Lajas
669,Lares,PR,Puerto Rico,Lares
670,Las Marias,PR,Puerto Rico,Las Marías
674,Manati,PR,Puerto Rico,Manatí
676,Moca,PR,Puerto Rico,Moca
677,Rincon,PR,Puerto Rico,Rincón
678,Quebradillas,PR,Puerto Rico,Quebradillas
680,Mayaguez,PR,Puerto Rico,Mayagüez
682,Mayaguez,PR,Puerto Rico,Mayagüez
683,San German,PR,Puerto Rico,San Germán
685,San Sebastian,PR,Puerto Rico,San Sebastián
687,Morovis,PR,Puerto Rico,Morovis
688,Sabana Hoyos,PR,Puerto Rico,Arecibo
690,San Antonio,PR,Puerto Rico,Aguadilla
692,Vega Alta,PR,Puerto Rico,Vega Alta
693,Vega Baja,PR,Puerto Rico,Vega Baja
694,Vega Baja,PR,Puerto Rico,Vega Baja
698,Yauco,PR,Puerto Rico,Yauco
703,Aguas Buenas,PR,Puerto Rico,Aguas Buenas
704,Aguirre,PR,Puerto Rico,Salinas
705,Aibonito,PR,Puerto Rico,Aibonito
707,Maunabo,PR,Puerto Rico,Maunabo
714,Arroyo,PR,Puerto Rico,Arroyo
715,Mercedita,PR,Puerto Rico,Ponce
716,Ponce,PR,Puerto Rico,Ponce
717,Ponce,PR,Puerto Rico,Ponce
718,Naguabo,PR,Puerto Rico,Naguabo
719,Naranjito,PR,Puerto Rico,Naranjito
720,Orocovis,PR,Puerto Rico,Orocovis
723,Patillas,PR,Puerto Rico,Patillas
725,Caguas,PR,Puerto Rico,Caguas
727,Caguas,PR,Puerto Rico,Caguas
728,Ponce,PR,Puerto Rico,Ponce
729,Canovanas,PR,Puerto Rico,Canóvanas
730,Ponce,PR,Puerto Rico,Ponce
731,Ponce,PR,Puerto Rico,Ponce
735,Ceiba,PR,Puerto Rico,Ceiba
736,Cayey,PR,Puerto Rico,Cayey
738,Fajardo,PR,Puerto Rico,Fajardo
739,Cidra,PR,Puerto Rico,Cidra
740,Puerto Real,PR,Puerto Rico,Fajardo
741,Punta Santiago,PR,Puerto Rico,Humacao
745,Rio Grande,PR,Puerto Rico,Río Grande
751,Salinas,PR,Puerto Rico,Salinas
754,San Lorenzo,PR,Puerto Rico,San Lorenzo
757,Santa Isabel,PR,Puerto Rico,Santa Isabel
765,Vieques,PR,Puerto Rico,Vieques
766,Villalba,PR,Puerto Rico,Villalba
767,Yabucoa,PR,Puerto Rico,Yabucoa
769,Coamo,PR,Puerto Rico,Coamo
771,Las Piedras,PR,Puerto Rico,Las Piedras
772,Loiza,PR,Puerto Rico,Loíza
773,Luquillo,PR,Puerto Rico,Luquillo
775,Culebra,PR,Puerto Rico,Culebra
777,Juncos,PR,Puerto Rico,Juncos
778,Gurabo,PR,Puerto Rico,Gurabo
780,Coto Laurel,PR,Puerto Rico,Ponce
782,Comerio,PR,Puerto Rico,Comerío
783,Corozal,PR,Puerto Rico,Corozal
784,Guayama,PR,Puerto Rico,Guayama
786,La Plata,PR,Puerto Rico,Aibonito
791,Humacao,PR,Puerto Rico,Humacao
794,Barranquitas,PR,Puerto Rico,Barranquitas
795,Juana Diaz,PR,Puerto Rico,Juana Díaz
901,San Juan,PR,Puerto Rico,San Juan
906,San Juan,PR,Puerto Rico,San Juan
907,San Juan,PR,Puerto Rico,San Juan
909,San Juan,PR,Puerto Rico,San Juan
911,San Juan,PR,Puerto Rico,San Juan
912,San Juan,PR,Puerto Rico,San Juan
913,San Juan,PR,Puerto Rico,San Juan
915,San Juan,PR,Puerto Rico,San Juan
917,San Juan,PR,Puerto Rico,San Juan
918,San Juan,PR,Puerto Rico,San Juan
920,San Juan,PR,Puerto Rico,San Juan
921,San Juan,PR,Puerto Rico,San Juan
923,San Juan,PR,Puerto Rico,San Juan
924,San Juan,PR,Puerto Rico,San Juan
925,San Juan,PR,Puerto Rico,San Juan
926,San Juan,PR,Puerto Rico,San Juan
927,San Juan,PR,Puerto Rico,San Juan
934,Fort Buchanan,PR,Puerto Rico,Guaynabo
936,San Juan,PR,Puerto Rico,San Juan
949,Toa Baja,PR,Puerto Rico,Toa Baja
950,Toa Baja,PR,Puerto Rico,Dorado
951,Toa Baja,PR,Puerto Rico,Toa Baja
952,Sabana Seca,PR,Puerto Rico,Toa Baja
953,Toa Alta,PR,Puerto Rico,Toa Alta
956,Bayamon,PR,Puerto Rico,Bayamón
957,Bayamon,PR,Puerto Rico,Bayamón
959,Bayamon,PR,Puerto Rico,Bayamón
960,Bayamon,PR,Puerto Rico,Bayamón
961,Bayamon,PR,Puerto Rico,Bayamón
962,Catano,PR,Puerto Rico,Cataño
965,Guaynabo,PR,Puerto Rico,Guaynabo
966,Guaynabo,PR,Puerto Rico,Guaynabo
968,Guaynabo,PR,Puerto Rico,Guaynabo
969,Guaynabo,PR,Puerto Rico,Guaynabo
971,Guaynabo,PR,Puerto Rico,Guaynabo
976,Trujillo Alto,PR,Puerto Rico,Trujillo Alto
979,Carolina,PR,Puerto Rico,Carolina
982,Carolina,PR,Puerto Rico,Carolina
983,Carolina,PR,Puerto Rico,Carolina
985,Carolina,PR,Puerto Rico,Carolina
987,Carolina,PR,Puerto Rico,Carolina
1001,Agawam,MA,Massachusetts,Hampden
1002,Amherst,MA,Massachusetts,Hampshire
1003,Amherst,MA,Massachusetts,Hampshire
1005,Barre,MA,Massachusetts,Worcester
1007,Belchertown,MA,Massachusetts,Hampshire
1008,Blandford,MA,Massachusetts,Hampden
1009,Bondsville,MA,Massachusetts,Hampden
1010,Brimfield,MA,Massachusetts,Hampden
1011,Chester,MA,Massachusetts,Hampden
1012,Chesterfield,MA,Massachusetts,Hampshire
1013,Chicopee,MA,Massachusetts,Hampden
1020,Chicopee,MA,Massachusetts,Hampden
1022,Chicopee,MA,Massachusetts,Hampden
1026,Cummington,MA,Massachusetts,Hampshire
1027,Easthampton,MA,Massachusetts,Hampshire
1028,East Longmeadow,MA,Massachusetts,Hampden
1029,East Otis,MA,Massachusetts,Berkshire
1030,Feeding Hills,MA,Massachusetts,Hampden
1031,Gilbertville,MA,Massachusetts,Worcester
1032,Goshen,MA,Massachusetts,Hampshire
1033,Granby,MA,Massachusetts,Hampshire
1034,Granville,MA,Massachusetts,Hampden
1035,Hadley,MA,Massachusetts,Hampshire
1036,Hampden,MA,Massachusetts,Hampden
1037,Hardwick,MA,Massachusetts,Worcester
1038,Hatfield,MA,Massachusetts,Hampshire
1039,Haydenville,MA,Massachusetts,Hampshire
1040,Holyoke,MA,Massachusetts,Hampden
1050,Huntington,MA,Massachusetts,Hampshire
1053,Leeds,MA,Massachusetts,Hampshire
1054,Leverett,MA,Massachusetts,Franklin
1056,Ludlow,MA,Massachusetts,Hampden
1057,Monson,MA,Massachusetts,Hampden
1060,Northampton,MA,Massachusetts,Hampshire
1062,Florence,MA,Massachusetts,Hampshire
1063,Northampton,MA,Massachusetts,Hampshire
1066,North Hatfield,MA,Massachusetts,Hampshire
1068,Oakham,MA,Massachusetts,Worcester
1069,Palmer,MA,Massachusetts,Hampden
1070,Plainfield,MA,Massachusetts,Hampshire
1071,Russell,MA,Massachusetts,Hampden
1072,Shutesbury,MA,Massachusetts,Franklin
1073,Southampton,MA,Massachusetts,Hampshire
1074,South Barre,MA,Massachusetts,Worcester
1075,South Hadley,MA,Massachusetts,Hampshire
1077,Southwick,MA,Massachusetts,Hampden
1079,Thorndike,MA,Massachusetts,Hampden
1080,Three Rivers,MA,Massachusetts,Hampden
1081,Wales,MA,Massachusetts,Hampden
1082,Ware,MA,Massachusetts,Hampshire
1083,Warren,MA,Massachusetts,Worcester
1084,West Chesterfield,MA,Massachusetts,Hampshire
1085,Westfield,MA,Massachusetts,Hampden
1086,Westfield,MA,Massachusetts,Hampden
1088,West Hatfield,MA,Massachusetts,Hampshire
1089,West Springfield,MA,Massachusetts,Hampden
1092,West Warren,MA,Massachusetts,Worcester
1093,Whately,MA,Massachusetts,Franklin
1094,Wheelwright,MA,Massachusetts,Worcester
1095,Wilbraham,MA,Massachusetts,Hampden
1096,Williamsburg,MA,Massachusetts,Hampshire
1097,Woronoco,MA,Massachusetts,Hampden
1098,Worthington,MA,Massachusetts,Hampshire
1103,Springfield,MA,Massachusetts,Hampden
1104,Springfield,MA,Massachusetts,Hampden
1105,Springfield,MA,Massachusetts,Hampden
1106,Longmeadow,MA,Massachusetts,Hampden
1107,Springfield,MA,Massachusetts,Hampden
1108,Springfield,MA,Massachusetts,Hampden
1109,Springfield,MA,Massachusetts,Hampden
1118,Springfield,MA,Massachusetts,Hampden
1119,Springfield,MA,Massachusetts,Hampden
1128,Springfield,MA,Massachusetts,Hampden
1129,Springfield,MA,Massachusetts,Hampden
1151,Indian Orchard,MA,Massachusetts,Hampden
1199,Springfield,MA,Massachusetts,Hampden
1201,Pittsfield,MA,Massachusetts,Berkshire
1220,Adams,MA,Massachusetts,Berkshire
1222,Ashley Falls,MA,Massachusetts,Berkshire
1223,Becket,MA,Massachusetts,Berkshire
1224,Berkshire,MA,Massachusetts,Berkshire
1225,Cheshire,MA,Massachusetts,Berkshire
1226,Dalton,MA,Massachusetts,Berkshire
1229,Glendale,MA,Massachusetts,Berkshire
1230,Great Barrington,MA,Massachusetts,Berkshire
1235,Hinsdale,MA,Massachusetts,Berkshire
1236,Housatonic,MA,Massachusetts,Berkshire
1237,Lanesborough,MA,Massachusetts,Berkshire
1238,Lee,MA,Massachusetts,Berkshire
1240,Lenox,MA,Massachusetts,Berkshire
1242,Lenox Dale,MA,Massachusetts,Berkshire
1243,Middlefield,MA,Massachusetts,Hampshire
1244,Mill River,MA,Massachusetts,Berkshire
1245,Monterey,MA,Massachusetts,Berkshire
1247,North Adams,MA,Massachusetts,Berkshire
1253,Otis,MA,Massachusetts,Berkshire
1254,Richmond,MA,Massachusetts,Berkshire
1255,Sandisfield,MA,Massachusetts,Berkshire
1256,Savoy,MA,Massachusetts,Berkshire
1257,Sheffield,MA,Massachusetts,Berkshire
1258,South Egremont,MA,Massachusetts,Berkshire
1259,Southfield,MA,Massachusetts,Berkshire
1260,South Lee,MA,Massachusetts,Berkshire
1262,Stockbridge,MA,Massachusetts,Berkshire
1264,Tyringham,MA,Massachusetts,Berkshire
1266,West Stockbridge,MA,Massachusetts,Berkshire
1267,Williamstown,MA,Massachusetts,Berkshire
1270,Windsor,MA,Massachusetts,Berkshire
1301,Greenfield,MA,Massachusetts,Franklin
1330,Ashfield,MA,Massachusetts,Franklin
1331,Athol,MA,Massachusetts,Worcester
1337,Bernardston,MA,Massachusetts,Franklin
1338,Buckland,MA,Massachusetts,Franklin
1339,Charlemont,MA,Massachusetts,Franklin
1340,Colrain,MA,Massachusetts,Franklin
1341,Conway,MA,Massachusetts,Franklin
1342,Deerfield,MA,Massachusetts,Franklin
1343,Drury,MA,Massachusetts,Berkshire
1344,Erving,MA,Massachusetts,Franklin
1346,Heath,MA,Massachusetts,Franklin
1347,Lake Pleasant,MA,Massachusetts,Franklin
1349,Millers Falls,MA,Massachusetts,Franklin
1350,Monroe Bridge,MA,Massachusetts,Franklin
1351,Montague,MA,Massachusetts,Franklin
1354,Gill,MA,Massachusetts,Franklin
1355,New Salem,MA,Massachusetts,Franklin
1360,Northfield,MA,Massachusetts,Franklin
1364,Orange,MA,Massachusetts,Franklin
1366,Petersham,MA,Massachusetts,Worcester
1367,Rowe,MA,Massachusetts,Franklin
1368,Royalston,MA,Massachusetts,Worcester
1370,Shelburne Falls,MA,Massachusetts,Franklin
1373,South Deerfield,MA,Massachusetts,Franklin
1375,Sunderland,MA,Massachusetts,Franklin
1376,Turners Falls,MA,Massachusetts,Franklin
1378,Warwick,MA,Massachusetts,Franklin
1379,Wendell,MA,Massachusetts,Franklin
1420,Fitchburg,MA,Massachusetts,Worcester
1430,Ashburnham,MA,Massachusetts,Worcester
1431,Ashby,MA,Massachusetts,Middlesex
1432,Ayer,MA,Massachusetts,Middlesex
1434,Devens,MA,Massachusetts,Worcester
1436,Baldwinville,MA,Massachusetts,Worcester
1438,East Templeton,MA,Massachusetts,Worcester
1440,Gardner,MA,Massachusetts,Worcester
1450,Groton,MA,Massachusetts,Middlesex
1451,Harvard,MA,Massachusetts,Worcester
1452,Hubbardston,MA,Massachusetts,Worcester
1453,Leominster,MA,Massachusetts,Worcester
1460,Littleton,MA,Massachusetts,Middlesex
1462,Lunenburg,MA,Massachusetts,Worcester
1463,Pepperell,MA,Massachusetts,Middlesex
1464,Shirley,MA,Massachusetts,Middlesex
1467,Still River,MA,Massachusetts,Worcester
1468,Templeton,MA,Massachusetts,Worcester
1469,Townsend,MA,Massachusetts,Middlesex
1473,Westminster,MA,Massachusetts,Worcester
1474,West Townsend,MA,Massachusetts,Middlesex
1475,Winchendon,MA,Massachusetts,Worcester
1501,Auburn,MA,Massachusetts,Worcester
1503,Berlin,MA,Massachusetts,Worcester
1504,Blackstone,MA,Massachusetts,Worcester
1505,Boylston,MA,Massachusetts,Worcester
1506,Brookfield,MA,Massachusetts,Worcester
1507,Charlton,MA,Massachusetts,Worcester
1510,Clinton,MA,Massachusetts,Worcester
1515,East Brookfield,MA,Massachusetts,Worcester
1516,Douglas,MA,Massachusetts,Worcester
1518,Fiskdale,MA,Massachusetts,Worcester
1519,Grafton,MA,Massachusetts,Worcester
1520,Holden,MA,Massachusetts,Worcester
1521,Holland,MA,Massachusetts,Hampden
1522,Jefferson,MA,Massachusetts,Worcester
1523,Lancaster,MA,Massachusetts,Worcester
1524,Leicester,MA,Massachusetts,Worcester
1525,Linwood,MA,Massachusetts,Worcester
1527,Millbury,MA,Massachusetts,Worcester
1529,Millville,MA,Massachusetts,Worcester
1531,New Braintree,MA,Massachusetts,Worcester
1532,Northborough,MA,Massachusetts,Worcester
1534,Northbridge,MA,Massachusetts,Worcester
1535,North Brookfield,MA,Massachusetts,Worcester
1536,North Grafton,MA,Massachusetts,Worcester
1537,North Oxford,MA,Massachusetts,Worcester
1540,Oxford,MA,Massachusetts,Worcester
1541,Princeton,MA,Massachusetts,Worcester
1542,Rochdale,MA,Massachusetts,Worcester
1543,Rutland,MA,Massachusetts,Worcester
1545,Shrewsbury,MA,Massachusetts,Worcester
1550,Southbridge,MA,Massachusetts,Worcester
1560,South Grafton,MA,Massachusetts,Worcester
1561,South Lancaster,MA,Massachusetts,Worcester
1562,Spencer,MA,Massachusetts,Worcester
1564,Sterling,MA,Massachusetts,Worcester
1566,Sturbridge,MA,Massachusetts,Worcester
1568,Upton,MA,Massachusetts,Worcester
1569,Uxbridge,MA,Massachusetts,Worcester
1570,Webster,MA,Massachusetts,Worcester
1571,Dudley,MA,Massachusetts,Worcester
1581,Westborough,MA,Massachusetts,Worcester
1583,West Boylston,MA,Massachusetts,Worcester
1585,West Brookfield,MA,Massachusetts,Worcester
1588,Whitinsville,MA,Massachusetts,Worcester
1590,Sutton,MA,Massachusetts,Worcester
1602,Worcester,MA,Massachusetts,Worcester
1603,Worcester,MA,Massachusetts,Worcester
1604,Worcester,MA,Massachusetts,Worcester
1605,Worcester,MA,Massachusetts,Worcester
1606,Worcester,MA,Massachusetts,Worcester
1607,Worcester,MA,Massachusetts,Worcester
1608,Worcester,MA,Massachusetts,Worcester
1609,Worcester,MA,Massachusetts,Worcester
1610,Worcester,MA,Massachusetts,Worcester
1611,Cherry Valley,MA,Massachusetts,Worcester
1612,Paxton,MA,Massachusetts,Worcester
1701,Framingham,MA,Massachusetts,Middlesex
1702,Framingham,MA,Massachusetts,Middlesex
1718,Acton,MA,Massachusetts,Middlesex
1719,Boxborough,MA,Massachusetts,Middlesex
1720,Acton,MA,Massachusetts,Middlesex
1721,Ashland,MA,Massachusetts,Middlesex
1730,Bedford,MA,Massachusetts,Middlesex
1731,Hanscom Afb,MA,Massachusetts,Middlesex
1740,Bolton,MA,Massachusetts,Worcester
1741,Carlisle,MA,Massachusetts,Middlesex
1742,Concord,MA,Massachusetts,Middlesex
1745,Fayville,MA,Massachusetts,Worcester
1746,Holliston,MA,Massachusetts,Middlesex
1747,Hopedale,MA,Massachusetts,Worcester
1748,Hopkinton,MA,Massachusetts,Middlesex
1749,Hudson,MA,Massachusetts,Middlesex
1752,Marlborough,MA,Massachusetts,Middlesex
1754,Maynard,MA,Massachusetts,Middlesex
1756,Mendon,MA,Massachusetts,Worcester
1757,Milford,MA,Massachusetts,Worcester
1760,Natick,MA,Massachusetts,Middlesex
1770,Sherborn,MA,Massachusetts,Middlesex
1772,Southborough,MA,Massachusetts,Worcester
1773,Lincoln,MA,Massachusetts,Middlesex
1775,Stow,MA,Massachusetts,Middlesex
1776,Sudbury,MA,Massachusetts,Middlesex
1778,Wayland,MA,Massachusetts,Middlesex
1801,Woburn,MA,Massachusetts,Middlesex
1803,Burlington,MA,Massachusetts,Middlesex
1810,Andover,MA,Massachusetts,Essex
1821,Billerica,MA,Massachusetts,Middlesex
1824,Chelmsford,MA,Massachusetts,Middlesex
1826,Dracut,MA,Massachusetts,Middlesex
1827,Dunstable,MA,Massachusetts,Middlesex
1830,Haverhill,MA,Massachusetts,Essex
1832,Haverhill,MA,Massachusetts,Essex
1833,Georgetown,MA,Massachusetts,Essex
1834,Groveland,MA,Massachusetts,Essex
1835,Haverhill,MA,Massachusetts,Essex
1840,Lawrence,MA,Massachusetts,Essex
1841,Lawrence,MA,Massachusetts,Essex
1843,Lawrence,MA,Massachusetts,Essex
1844,Methuen,MA,Massachusetts,Essex
1845,North Andover,MA,Massachusetts,Essex
1850,Lowell,MA,Massachusetts,Middlesex
1851,Lowell,MA,Massachusetts,Middlesex
1852,Lowell,MA,Massachusetts,Middlesex
1854,Lowell,MA,Massachusetts,Middlesex
1860,Merrimac,MA,Massachusetts,Essex
1862,North Billerica,MA,Massachusetts,Middlesex
1863,North Chelmsford,MA,Massachusetts,Middlesex
1864,North Reading,MA,Massachusetts,Middlesex
1867,Reading,MA,Massachusetts,Middlesex
1876,Tewksbury,MA,Massachusetts,Middlesex
1879,Tyngsboro,MA,Massachusetts,Middlesex
1880,Wakefield,MA,Massachusetts,Middlesex
1886,Westford,MA,Massachusetts,Middlesex
1887,Wilmington,MA,Massachusetts,Middlesex
1890,Winchester,MA,Massachusetts,Middlesex
1901,Lynn,MA,Massachusetts,Essex
1902,Lynn,MA,Massachusetts,Essex
1904,Lynn,MA,Massachusetts,Essex
1905,Lynn,MA,Massachusetts,Essex
1906,Saugus,MA,Massachusetts,Essex
1907,Swampscott,MA,Massachusetts,Essex
1908,Nahant,MA,Massachusetts,Essex
1913,Amesbury,MA,Massachusetts,Essex
1915,Beverly,MA,Massachusetts,Essex
1921,Boxford,MA,Massachusetts,Essex
1922,Byfield,MA,Massachusetts,Essex
1923,Danvers,MA,Massachusetts,Essex
1929,Essex,MA,Massachusetts,Essex
1930,Gloucester,MA,Massachusetts,Essex
1937,Hathorne,MA,Massachusetts,Essex
1938,Ipswich,MA,Massachusetts,Essex
1940,Lynnfield,MA,Massachusetts,Essex
1944,Manchester,MA,Massachusetts,Essex
1945,Marblehead,MA,Massachusetts,Essex
1949,Middleton,MA,Massachusetts,Essex
1950,Newburyport,MA,Massachusetts,Essex
1951,Newbury,MA,Massachusetts,Essex
1952,Salisbury,MA,Massachusetts,Essex
1960,Peabody,MA,Massachusetts,Essex
1966,Rockport,MA,Massachusetts,Essex
1969,Rowley,MA,Massachusetts,Essex
1970,Salem,MA,Massachusetts,Essex
1982,South Hamilton,MA,Massachusetts,Essex
1983,Topsfield,MA,Massachusetts,Essex
1984,Wenham,MA,Massachusetts,Essex
1985,West Newbury,MA,Massachusetts,Essex
2019,Bellingham,MA,Massachusetts,Norfolk
2021,Canton,MA,Massachusetts,Norfolk
2025,Cohasset,MA,Massachusetts,Norfolk
2026,Dedham,MA,Massachusetts,Norfolk
2030,Dover,MA,Massachusetts,Norfolk
2032,East Walpole,MA,Massachusetts,Norfolk
2035,Foxboro,MA,Massachusetts,Norfolk
2038,Franklin,MA,Massachusetts,Norfolk
2043,Hingham,MA,Massachusetts,Plymouth
2045,Hull,MA,Massachusetts,Plymouth
2047,Humarock,MA,Massachusetts,Plymouth
2048,Mansfield,MA,Massachusetts,Bristol
2050,Marshfield,MA,Massachusetts,Plymouth
2052,Medfield,MA,Massachusetts,Norfolk
2053,Medway,MA,Massachusetts,Norfolk
2054,Millis,MA,Massachusetts,Norfolk
2056,Norfolk,MA,Massachusetts,Norfolk
2061,Norwell,MA,Massachusetts,Plymouth
2062,Norwood,MA,Massachusetts,Norfolk
2066,Scituate,MA,Massachusetts,Plymouth
2067,Sharon,MA,Massachusetts,Norfolk
2071,South Walpole,MA,Massachusetts,Norfolk
2072,Stoughton,MA,Massachusetts,Norfolk
2081,Walpole,MA,Massachusetts,Norfolk
2090,Westwood,MA,Massachusetts,Norfolk
2093,Wrentham,MA,Massachusetts,Norfolk
2108,Boston,MA,Massachusetts,Suffolk
2109,Boston,MA,Massachusetts,Suffolk
2110,Boston,MA,Massachusetts,Suffolk
2111,Boston,MA,Massachusetts,Suffolk
2113,Boston,MA,Massachusetts,Suffolk
2114,Boston,MA,Massachusetts,Suffolk
2115,Boston,MA,Massachusetts,Suffolk
2116,Boston,MA,Massachusetts,Suffolk
2118,Boston,MA,Massachusetts,Suffolk
2119,Roxbury,MA,Massachusetts,Suffolk
2120,Roxbury Crossing,MA,Massachusetts,Suffolk
2121,Dorchester,MA,Massachusetts,Suffolk
2122,Dorchester,MA,Massachusetts,Suffolk
2124,Dorchester Center,MA,Massachusetts,Suffolk
2125,Dorchester,MA,Massachusetts,Suffolk
2126,Mattapan,MA,Massachusetts,Suffolk
2127,South Boston,MA,Massachusetts,Suffolk
2128,East Boston,MA,Massachusetts,Suffolk
2129,Charlestown,MA,Massachusetts,Suffolk
2130,Jamaica Plain,MA,Massachusetts,Suffolk
2131,Roslindale,MA,Massachusetts,Suffolk
2132,West Roxbury,MA,Massachusetts,Suffolk
2134,Allston,MA,Massachusetts,Suffolk
2135,Brighton,MA,Massachusetts,Suffolk
2136,Hyde Park,MA,Massachusetts,Suffolk
2138,Cambridge,MA,Massachusetts,Middlesex
2139,Cambridge,MA,Massachusetts,Middlesex
2140,Cambridge,MA,Massachusetts,Middlesex
2141,Cambridge,MA,Massachusetts,Middlesex
2142,Cambridge,MA,Massachusetts,Middlesex
2143,Somerville,MA,Massachusetts,Middlesex
2144,Somerville,MA,Massachusetts,Middlesex
2145,Somerville,MA,Massachusetts,Middlesex
2148,Malden,MA,Massachusetts,Middlesex
2149,Everett,MA,Massachusetts,Middlesex
2150,Chelsea,MA,Massachusetts,Suffolk
2151,Revere,MA,Massachusetts,Suffolk
2152,Winthrop,MA,Massachusetts,Suffolk
2155,Medford,MA,Massachusetts,Middlesex
2163,Boston,MA,Massachusetts,Suffolk
2169,Quincy,MA,Massachusetts,Norfolk
2170,Quincy,MA,Massachusetts,Norfolk
2171,Quincy,MA,Massachusetts,Norfolk
2176,Melrose,MA,Massachusetts,Middlesex
2180,Stoneham,MA,Massachusetts,Middlesex
2184,Braintree,MA,Massachusetts,Norfolk
2186,Milton,MA,Massachusetts,Norfolk
2188,Weymouth,MA,Massachusetts,Norfolk
2189,East Weymouth,MA,Massachusetts,Norfolk
2190,South Weymouth,MA,Massachusetts,Norfolk
2191,North Weymouth,MA,Massachusetts,Norfolk
2199,Boston,MA,Massachusetts,Suffolk
2203,Boston,MA,Massachusetts,Suffolk
2210,Boston,MA,Massachusetts,Suffolk
2215,Boston,MA,Massachusetts,Suffolk
2301,Brockton,MA,Massachusetts,Plymouth
2302,Brockton,MA,Massachusetts,Plymouth
2322,Avon,MA,Massachusetts,Norfolk
2324,Bridgewater,MA,Massachusetts,Plymouth
2330,Carver,MA,Massachusetts,Plymouth
2332,Duxbury,MA,Massachusetts,Plymouth
2333,East Bridgewater,MA,Massachusetts,Plymouth
2338,Halifax,MA,Massachusetts,Plymouth
2339,Hanover,MA,Massachusetts,Plymouth
2341,Hanson,MA,Massachusetts,Plymouth
2343,Holbrook,MA,Massachusetts,Norfolk
2346,Middleboro,MA,Massachusetts,Plymouth
2347,Lakeville,MA,Massachusetts,Plymouth
2351,Abington,MA,Massachusetts,Plymouth
2356,North Easton,MA,Massachusetts,Bristol
2357,North Easton,MA,Massachusetts,Bristol
2359,Pembroke,MA,Massachusetts,Plymouth
2360,Plymouth,MA,Massachusetts,Plymouth
2364,Kingston,MA,Massachusetts,Plymouth
2366,South Carver,MA,Massachusetts,Plymouth
2367,Plympton,MA,Massachusetts,Plymouth
2368,Randolph,MA,Massachusetts,Norfolk
2370,Rockland,MA,Massachusetts,Plymouth
2375,South Easton,MA,Massachusetts,Bristol
2379,West Bridgewater,MA,Massachusetts,Plymouth
2382,Whitman,MA,Massachusetts,Plymouth
2420,Lexington,MA,Massachusetts,Middlesex
2421,Lexington,MA,Massachusetts,Middlesex
2445,Brookline,MA,Massachusetts,Norfolk
2446,Brookline,MA,Massachusetts,Norfolk
2451,Waltham,MA,Massachusetts,Middlesex
2452,Waltham,MA,Massachusetts,Middlesex
2453,Waltham,MA,Massachusetts,Middlesex
2457,Babson Park,MA,Massachusetts,Norfolk
2458,Newton,MA,Massachusetts,Middlesex
2459,Newton Center,MA,Massachusetts,Middlesex
2460,Newtonville,MA,Massachusetts,Middlesex
2461,Newton Highlands,MA,Massachusetts,Middlesex
2462,Newton Lower Falls,MA,Massachusetts,Middlesex
2464,Newton Upper Falls,MA,Massachusetts,Middlesex
2465,West Newton,MA,Massachusetts,Middlesex
2466,Auburndale,MA,Massachusetts,Middlesex
2467,Chestnut Hill,MA,Massachusetts,Norfolk
2468,Waban,MA,Massachusetts,Middlesex
2472,Watertown,MA,Massachusetts,Middlesex
2474,Arlington,MA,Massachusetts,Middlesex
2476,Arlington,MA,Massachusetts,Middlesex
2478,Belmont,MA,Massachusetts,Middlesex
2481,Wellesley Hills,MA,Massachusetts,Norfolk
2482,Wellesley,MA,Massachusetts,Norfolk
2492,Needham,MA,Massachusetts,Norfolk
2493,Weston,MA,Massachusetts,Middlesex
2494,Needham Heights,MA,Massachusetts,Norfolk
2532,Buzzards Bay,MA,Massachusetts,Barnstable
2534,Cataumet,MA,Massachusetts,Barnstable
2535,Chilmark,MA,Massachusetts,Dukes
2536,East Falmouth,MA,Massachusetts,Barnstable
2537,East Sandwich,MA,Massachusetts,Barnstable
2538,East Wareham,MA,Massachusetts,Plymouth
2539,Edgartown,MA,Massachusetts,Dukes
2540,Falmouth,MA,Massachusetts,Barnstable
2542,Buzzards Bay,MA,Massachusetts,Barnstable
